origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct,lat,lon,pct_ultra_urgent,traffic_level,fuel_cost,wage_cost,maint_cost,overhead_cost,competitor_time_hr,peak_hours
sharjah,34.8,24.3,103,101.0,3.4,42.21,35.2,19.5,25.0112,54.763,20.3,Low,25.326,8.442,6.3315,2.1105,4.25,6-9 PM
sharjah,56.5,3.1,195,129.8,3.2,58.5,44.6,13.8,24.7876,54.8108,16.7,Medium,35.1,11.700000000000001,8.775,2.9250000000000003,4.0,12-3 PM
dubai,35.1,62.9,17,33.7,1.1,17.73,34.2,22.4,24.9792,55.6347,11.8,Medium,10.638,3.5460000000000003,2.6595,0.8865000000000001,1.38,6-9 PM
sharjah,94.2,50.8,99,61.9,1.5,24.72,56.1,31.5,25.3787,55.1291,13.6,High,14.831999999999999,4.944,3.7079999999999997,1.236,1.88,12-3 PM
sharjah,25.5,93.3,107,60.1,1.4,25.37,45.4,31.1,24.1508,54.8559,20.3,Medium,15.222,5.074000000000001,3.8055,1.2685000000000002,1.75,12-3 PM
dubai,28.1,42.3,50,16.0,0.5,5.95,5.3,3.0,24.4736,55.4389,3.6,Low,3.57,1.1900000000000002,0.8925,0.29750000000000004,0.62,6-9 PM
abu dhabi,63.5,13.6,134,53.4,1.8,25.27,51.3,22.8,24.1087,54.9157,13.2,Medium,15.161999999999999,5.054,3.7904999999999998,1.2635,2.25,6-9 AM
ajman,0.4,33.0,73,115.5,3.6,57.53,32.9,15.6,25.4172,54.2565,18.7,Low,34.518,11.506,8.6295,2.8765,4.5,6-9 PM
sharjah,72.8,39.3,152,41.7,1.3,19.76,58.1,17.6,24.6679,54.215,9.3,Medium,11.856,3.9520000000000004,2.964,0.9880000000000001,1.62,6-9 PM
al ain,37.7,58.3,184,122.6,4.2,62.05,59.1,19.1,25.013,54.6519,17.1,High,37.23,12.41,9.3075,3.1025,5.25,6-9 AM
sharjah,97.8,27.5,170,143.5,4.1,71.57,9.8,3.3,25.2617,55.2057,16.9,Low,42.94199999999999,14.314,10.735499999999998,3.5785,5.12,6-9 PM
al ain,69.1,55.0,126,37.5,1.2,20.06,14.9,6.8,25.4865,54.2697,7.7,Low,12.036,4.012,3.009,1.003,1.5,6-9 AM
ajman,5.2,90.8,143,64.4,1.3,28.43,39.2,16.3,24.2427,55.1003,15.4,Medium,17.058,5.686,4.2645,1.4215,1.62,12-3 PM
dubai,9.3,42.4,172,24.0,0.5,9.0,3.3,1.5,25.1993,54.5392,11.9,High,5.3999999999999995,1.8,1.3499999999999999,0.45,0.62,6-9 AM
abu dhabi,8.8,65.2,196,105.4,2.5,48.1,24.1,11.1,25.3311,55.3908,17.1,Low,28.86,9.620000000000001,7.215,2.4050000000000002,3.12,12-3 PM
ras al khaimah,95.3,22.9,145,74.9,2.6,37.36,59.3,26.1,24.0733,54.0565,18.3,Low,22.416,7.472,5.604,1.868,3.25,6-9 AM
ajman,68.4,80.1,182,90.4,2.1,39.17,31.6,16.0,25.1311,54.938,17.0,Medium,23.502,7.8340000000000005,5.8755,1.9585000000000001,2.62,6-9 PM
abu dhabi,42.8,27.0,193,117.9,3.0,51.98,19.9,13.4,24.5321,54.1045,15.4,Medium,31.187999999999995,10.396,7.796999999999999,2.599,3.75,6-9 AM
ajman,20.0,58.0,36,117.5,2.4,57.9,11.1,5.7,24.9729,54.661,16.4,Low,34.739999999999995,11.58,8.684999999999999,2.895,3.0,12-3 PM
al ain,87.4,30.0,100,79.8,1.7,28.97,45.0,28.3,24.7711,54.0312,9.1,High,17.381999999999998,5.7940000000000005,4.3454999999999995,1.4485000000000001,2.12,6-9 PM
sharjah,20.2,6.7,72,132.9,3.8,63.57,55.8,34.1,24.3896,54.9382,14.8,High,38.141999999999996,12.714,9.535499999999999,3.1785,4.75,6-9 AM
dubai,70.7,32.0,190,140.1,3.0,68.27,55.5,25.9,24.2028,55.534,11.0,Medium,40.961999999999996,13.654,10.240499999999999,3.4135,3.75,6-9 PM
abu dhabi,76.3,21.2,149,96.5,3.2,51.6,3.9,1.5,24.1754,54.2004,20.2,Low,30.96,10.32,7.74,2.58,4.0,12-3 PM
al ain,29.5,89.3,177,10.6,0.4,5.21,4.5,1.4,24.155,55.4704,18.4,Medium,3.126,1.042,0.7815,0.2605,0.5,6-9 AM
ras al khaimah,50.5,26.6,70,117.5,3.4,45.07,59.4,19.1,24.9567,55.1684,18.4,Low,27.041999999999998,9.014000000000001,6.7604999999999995,2.2535000000000003,4.25,6-9 PM
al ain,22.3,97.4,168,134.3,3.5,60.39,57.2,22.2,24.5271,55.0092,23.6,Medium,36.234,12.078000000000001,9.0585,3.0195000000000003,4.38,6-9 PM
al ain,37.9,49.2,17,85.7,2.9,37.11,13.2,8.6,24.325,55.199,13.4,Medium,22.266,7.422000000000001,5.5665,1.8555000000000001,3.62,6-9 PM
dubai,96.5,22.1,187,106.6,2.9,46.07,11.9,4.1,25.0378,54.6718,12.3,Low,27.642,9.214,6.9105,2.3035,3.62,12-3 PM
abu dhabi,69.3,39.1,46,56.6,1.3,28.37,35.4,22.3,25.0303,55.4207,13.2,Low,17.022,5.674,4.2555,1.4185,1.62,6-9 AM
dubai,84.7,18.3,105,77.8,2.0,36.15,19.0,9.2,24.8088,55.5593,7.0,Low,21.689999999999998,7.23,5.422499999999999,1.8075,2.5,6-9 PM
dubai,54.1,83.4,143,120.7,3.1,59.33,43.1,24.1,25.4024,55.5564,7.4,Low,35.598,11.866,8.8995,2.9665,3.88,6-9 PM
al ain,23.9,12.0,148,132.0,3.8,65.24,12.3,4.4,24.5781,54.5389,18.1,Low,39.144,13.048,9.786,3.262,4.75,6-9 PM
al ain,71.3,87.4,43,21.7,0.6,10.5,48.4,29.9,25.2538,55.3078,8.0,Medium,6.3,2.1,1.575,0.525,0.75,6-9 PM
dubai,50.1,4.6,111,7.5,0.2,3.72,16.9,5.7,24.1127,54.2962,9.6,Medium,2.232,0.7440000000000001,0.558,0.18600000000000003,0.25,6-9 AM
ras al khaimah,17.7,30.0,106,59.2,1.7,23.64,8.4,4.3,25.1097,54.9908,14.5,Low,14.184,4.728000000000001,3.546,1.1820000000000002,2.12,12-3 PM
ajman,41.2,14.0,155,61.7,1.5,23.31,20.5,7.0,25.4827,54.0053,12.9,Medium,13.985999999999999,4.662,3.4964999999999997,1.1655,1.88,12-3 PM
dubai,63.5,68.5,64,117.1,3.0,45.56,1.2,0.8,25.2699,54.3872,19.4,High,27.336000000000002,9.112,6.8340000000000005,2.278,3.75,6-9 PM
al ain,73.5,51.2,152,6.2,0.2,3.13,38.7,20.7,24.8695,55.2635,15.3,Medium,1.878,0.626,0.4695,0.1565,0.25,6-9 AM
al ain,24.3,93.9,123,115.8,2.7,61.62,4.1,2.1,24.9401,55.7487,11.0,High,36.971999999999994,12.324,9.242999999999999,3.081,3.38,6-9 AM
ajman,87.6,36.6,151,82.8,1.8,43.77,8.9,3.6,24.5299,54.0981,19.9,Medium,26.262,8.754000000000001,6.5655,2.1885000000000003,2.25,6-9 PM
ras al khaimah,38.0,4.1,175,106.2,3.3,38.48,47.6,24.0,25.0192,55.1171,18.6,Low,23.087999999999997,7.696,5.771999999999999,1.924,4.12,6-9 PM
sharjah,27.1,76.2,86,78.8,2.1,42.48,30.3,9.3,25.1556,55.2736,7.9,Low,25.487999999999996,8.496,6.371999999999999,2.124,2.62,6-9 AM
ras al khaimah,19.5,58.0,87,119.7,2.6,62.19,35.6,17.5,25.4973,55.8648,16.3,Medium,37.314,12.438,9.3285,3.1095,3.25,6-9 AM
sharjah,80.4,82.7,159,68.4,1.9,27.07,16.9,6.5,24.7387,55.3103,11.4,High,16.242,5.414000000000001,4.0605,1.3535000000000001,2.38,12-3 PM
al ain,35.4,42.6,156,55.1,1.6,25.36,58.3,38.3,24.092,54.2061,11.3,Medium,15.216,5.072,3.804,1.268,2.0,6-9 AM
dubai,48.3,73.8,175,97.3,2.0,52.27,59.2,24.2,24.8938,54.2935,24.3,Medium,31.362000000000002,10.454,7.8405000000000005,2.6135,2.5,6-9 AM
abu dhabi,22.3,17.1,110,69.4,2.2,30.87,21.9,11.0,24.1785,55.2715,15.6,Medium,18.522,6.174,4.6305,1.5435,2.75,12-3 PM
al ain,68.6,100.0,127,49.0,1.3,26.05,47.3,14.2,24.3671,54.4312,13.9,Low,15.629999999999999,5.210000000000001,3.9074999999999998,1.3025000000000002,1.62,12-3 PM
abu dhabi,78.1,17.4,12,137.5,2.8,62.96,48.1,28.7,24.4932,55.8566,15.4,Low,37.775999999999996,12.592,9.443999999999999,3.148,3.5,6-9 AM
abu dhabi,33.9,83.0,91,109.9,3.6,46.38,54.8,20.0,25.0965,55.8414,19.4,High,27.828,9.276000000000002,6.957,2.3190000000000004,4.5,12-3 PM
ras al khaimah,94.5,21.2,50,33.5,1.0,13.03,51.7,36.2,24.2757,55.8973,11.5,Low,7.818,2.606,1.9545,0.6515,1.25,6-9 PM
abu dhabi,3.1,78.3,170,112.3,3.9,42.53,26.4,11.0,24.2486,54.5859,12.3,Medium,25.518,8.506,6.3795,2.1265,4.88,6-9 PM
ajman,13.3,86.1,25,41.6,1.0,20.27,21.7,12.3,24.0674,55.4339,18.3,Medium,12.161999999999999,4.054,3.0404999999999998,1.0135,1.25,6-9 PM
abu dhabi,58.9,87.7,155,67.5,1.8,28.28,56.1,38.4,25.3099,55.326,7.4,Medium,16.968,5.656000000000001,4.242,1.4140000000000001,2.25,6-9 AM
abu dhabi,70.1,47.6,167,36.5,1.1,15.82,24.5,14.8,25.0403,54.0712,20.0,High,9.491999999999999,3.164,2.3729999999999998,0.791,1.38,12-3 PM
al ain,25.1,42.9,94,21.4,0.7,11.31,31.2,13.7,24.0599,54.5311,7.0,Low,6.7860000000000005,2.262,1.6965000000000001,0.5655,0.88,6-9 AM
abu dhabi,55.4,83.4,133,62.9,2.0,24.91,5.8,3.9,24.0424,54.4135,13.8,High,14.946,4.982,3.7365,1.2455,2.5,12-3 PM
dubai,31.8,57.9,116,85.5,2.5,36.52,17.6,6.8,24.838,54.7416,7.0,Low,21.912000000000003,7.304000000000001,5.478000000000001,1.8260000000000003,3.12,6-9 AM
ras al khaimah,55.4,62.1,138,48.8,1.6,25.56,9.8,5.4,24.4238,55.9061,9.7,Low,15.335999999999999,5.112,3.8339999999999996,1.278,2.0,12-3 PM
al ain,65.9,23.6,137,15.9,0.3,8.42,4.9,2.9,24.8951,55.6912,21.5,Medium,5.052,1.6840000000000002,1.263,0.42100000000000004,0.38,6-9 AM
dubai,97.3,44.6,51,41.2,1.3,20.79,22.2,9.8,24.6519,54.5868,20.2,High,12.473999999999998,4.158,3.1184999999999996,1.0395,1.62,6-9 PM
ras al khaimah,45.6,36.9,137,40.6,1.2,17.42,30.9,19.5,25.385,55.0601,20.8,Medium,10.452,3.4840000000000004,2.613,0.8710000000000001,1.5,6-9 AM
ajman,64.8,66.5,180,90.7,2.2,34.7,46.8,22.9,24.4317,54.3845,7.8,Low,20.82,6.940000000000001,5.205,1.7350000000000003,2.75,6-9 AM
ras al khaimah,57.8,19.6,62,45.9,1.1,23.05,36.5,23.5,25.0187,54.5549,9.7,Medium,13.83,4.61,3.4575,1.1525,1.38,12-3 PM
dubai,31.8,40.6,62,82.4,2.0,42.11,49.5,19.1,24.0811,54.13,16.7,Low,25.266,8.422,6.3165,2.1055,2.5,12-3 PM
al ain,25.3,84.9,59,73.2,1.6,35.77,14.0,9.2,25.4338,55.2852,18.6,High,21.462,7.154000000000001,5.3655,1.7885000000000002,2.0,12-3 PM
ajman,98.8,54.6,182,43.6,1.1,18.34,47.7,24.5,25.4711,55.3138,11.0,High,11.004,3.668,2.751,0.917,1.38,6-9 PM
al ain,20.7,89.6,177,112.5,2.4,53.71,3.1,1.5,25.1086,55.677,12.1,Medium,32.226,10.742,8.0565,2.6855,3.0,6-9 PM
sharjah,79.0,23.3,70,101.8,3.1,49.52,16.6,6.5,24.6978,55.7431,9.3,Medium,29.712,9.904000000000002,7.428,2.4760000000000004,3.88,12-3 PM
al ain,14.7,44.0,187,103.6,2.9,53.84,26.6,9.1,24.33,54.3201,23.3,Medium,32.304,10.768,8.076,2.692,3.62,12-3 PM
ajman,80.4,50.0,152,67.9,1.5,26.14,57.4,23.9,25.2188,55.4861,12.6,Medium,15.684,5.228000000000001,3.921,1.3070000000000002,1.88,12-3 PM
dubai,18.6,40.1,81,50.9,1.6,20.74,5.4,2.5,25.1045,54.2694,15.2,Low,12.443999999999999,4.148,3.1109999999999998,1.037,2.0,6-9 AM
al ain,96.7,68.4,165,90.7,2.1,39.24,15.8,8.5,24.3329,54.7474,15.4,Medium,23.544,7.848000000000001,5.886,1.9620000000000002,2.62,12-3 PM
ras al khaimah,68.6,14.9,182,144.1,4.0,72.93,9.1,5.4,24.6768,55.0311,20.5,Medium,43.758,14.586000000000002,10.9395,3.6465000000000005,5.0,6-9 PM
abu dhabi,9.0,51.9,173,67.9,2.3,35.37,25.5,8.1,24.6942,54.0989,10.2,High,21.221999999999998,7.074,5.305499999999999,1.7685,2.88,6-9 PM
ajman,69.3,13.9,94,101.5,3.2,41.63,19.7,13.4,25.2396,54.3135,20.8,Medium,24.978,8.326,6.2445,2.0815,4.0,6-9 AM
sharjah,60.4,62.9,44,69.1,2.0,31.15,5.5,2.2,25.0258,54.5422,8.6,High,18.689999999999998,6.23,4.672499999999999,1.5575,2.5,6-9 AM
ajman,33.8,83.0,34,140.2,4.0,65.81,28.9,16.5,24.9648,54.2551,20.8,Medium,39.486,13.162,9.8715,3.2905,5.0,6-9 PM
al ain,26.1,2.0,165,43.4,0.9,16.92,29.1,18.1,24.9747,55.8682,6.4,High,10.152000000000001,3.3840000000000003,2.5380000000000003,0.8460000000000001,1.12,6-9 PM
al ain,71.9,45.7,146,71.5,1.9,35.94,37.8,17.6,24.4057,54.5766,14.5,High,21.563999999999997,7.188,5.390999999999999,1.797,2.38,12-3 PM
abu dhabi,74.1,49.3,142,76.6,1.9,34.07,50.5,24.0,24.5576,55.0023,23.1,Low,20.442,6.814,5.1105,1.7035,2.38,6-9 PM
al ain,32.7,72.0,10,110.7,3.0,57.68,58.4,18.6,24.0685,55.9931,18.5,Medium,34.608,11.536000000000001,8.652,2.8840000000000003,3.75,6-9 AM
sharjah,87.6,7.5,193,109.6,3.8,50.27,6.2,2.9,25.1804,55.1333,17.1,Medium,30.162,10.054000000000002,7.5405,2.5135000000000005,4.75,6-9 PM
ras al khaimah,26.9,40.6,23,112.2,3.6,57.22,20.3,13.7,24.6495,54.823,9.8,High,34.332,11.444,8.583,2.861,4.5,6-9 PM
ras al khaimah,7.0,78.5,116,111.3,3.2,41.05,58.3,26.1,24.6574,55.8596,11.3,Low,24.63,8.209999999999999,6.1575,2.0524999999999998,4.0,12-3 PM
sharjah,60.0,53.2,188,73.1,2.2,32.09,34.1,22.5,24.368,54.445,21.7,Medium,19.254,6.418000000000001,4.8135,1.6045000000000003,2.75,12-3 PM
sharjah,10.7,75.0,49,27.6,0.9,12.02,23.8,13.8,24.3141,54.359,17.4,High,7.212,2.404,1.803,0.601,1.12,6-9 AM
sharjah,27.7,36.4,104,131.2,3.5,51.81,26.1,17.1,24.8817,55.0707,19.5,Low,31.086,10.362000000000002,7.7715,2.5905000000000005,4.38,6-9 PM
al ain,50.7,92.0,168,52.1,1.7,24.02,50.6,19.1,24.3488,54.8546,15.4,Medium,14.411999999999999,4.804,3.6029999999999998,1.201,2.12,6-9 PM
sharjah,28.6,7.7,54,21.0,0.6,10.4,51.8,29.4,24.0963,55.594,13.6,Medium,6.24,2.08,1.56,0.52,0.75,12-3 PM
abu dhabi,21.5,9.1,21,23.7,0.7,10.64,17.7,6.0,25.1513,54.084,18.8,Medium,6.384,2.128,1.596,0.532,0.88,6-9 AM
sharjah,70.3,52.8,96,76.7,1.5,39.1,18.5,9.2,24.5647,55.2355,16.3,Medium,23.46,7.82,5.865,1.955,1.88,12-3 PM
abu dhabi,54.7,47.1,159,66.8,1.9,27.57,42.0,24.8,24.5704,55.4214,14.2,Low,16.541999999999998,5.514,4.1354999999999995,1.3785,2.38,12-3 PM
sharjah,84.0,63.8,116,101.2,2.6,41.87,4.1,1.5,24.647,55.9438,7.9,Medium,25.121999999999996,8.374,6.280499999999999,2.0935,3.25,12-3 PM
dubai,58.1,22.9,89,93.7,2.0,36.55,50.8,34.7,25.2226,54.2915,19.8,Low,21.929999999999996,7.31,5.482499999999999,1.8275,2.5,6-9 PM
dubai,48.3,22.6,128,20.6,0.6,10.32,0.4,0.2,24.4813,54.4925,17.2,High,6.192,2.064,1.548,0.516,0.75,12-3 PM
ras al khaimah,26.1,74.9,11,48.0,1.6,18.56,27.7,13.3,25.1371,55.8649,12.0,Low,11.136,3.7119999999999997,2.784,0.9279999999999999,2.0,6-9 AM
dubai,79.2,29.2,70,135.0,4.2,52.24,47.6,31.1,25.4093,55.2613,20.9,Medium,31.344,10.448,7.836,2.612,5.25,6-9 PM
ajman,19.7,72.7,175,116.2,2.5,41.98,54.9,35.4,24.9913,54.0761,16.2,Medium,25.188,8.395999999999999,6.297,2.0989999999999998,3.12,6-9 PM
ras al khaimah,24.2,64.1,78,131.2,2.7,56.4,37.6,25.1,24.6475,54.1547,16.3,Medium,33.839999999999996,11.280000000000001,8.459999999999999,2.8200000000000003,3.38,6-9 AM
ras al khaimah,84.2,8.3,193,8.2,0.2,3.6,31.8,18.1,25.1217,55.5709,19.4,Low,2.16,0.7200000000000001,0.54,0.18000000000000002,0.25,6-9 PM
sharjah,74.1,71.1,110,137.3,3.2,60.58,41.8,23.6,24.6868,55.1349,18.3,Medium,36.348,12.116,9.087,3.029,4.0,12-3 PM
abu dhabi,61.3,88.0,186,129.9,2.7,64.68,50.5,19.8,24.6216,55.1308,16.5,Low,38.808,12.936000000000002,9.702,3.2340000000000004,3.38,6-9 PM
al ain,3.9,81.7,125,70.6,1.5,30.69,0.8,0.5,24.7879,55.7597,14.1,Low,18.414,6.138000000000001,4.6035,1.5345000000000002,1.88,6-9 AM
al ain,12.7,0.9,84,102.7,2.6,37.05,36.4,20.0,24.4766,54.4822,24.9,Medium,22.229999999999997,7.41,5.557499999999999,1.8525,3.25,6-9 AM
ajman,50.0,54.0,184,44.4,1.0,20.85,46.0,20.1,24.1564,54.3209,11.3,Low,12.51,4.170000000000001,3.1275,1.0425000000000002,1.25,12-3 PM
dubai,74.6,91.3,54,100.5,2.3,39.28,55.5,38.1,24.6223,55.2276,18.7,High,23.568,7.856000000000001,5.892,1.9640000000000002,2.88,6-9 AM
dubai,46.4,59.9,79,120.8,4.0,44.03,24.0,11.9,24.1858,55.7648,14.6,Medium,26.418,8.806000000000001,6.6045,2.2015000000000002,5.0,6-9 AM
abu dhabi,1.7,29.0,144,75.1,2.6,37.54,54.1,31.9,24.6157,54.5305,17.3,Low,22.523999999999997,7.508,5.630999999999999,1.877,3.25,6-9 AM
dubai,18.4,19.5,175,9.1,0.3,3.68,37.8,21.4,24.8354,55.3626,21.2,High,2.208,0.7360000000000001,0.552,0.18400000000000002,0.38,12-3 PM
al ain,58.9,68.5,39,65.4,1.5,32.44,20.0,6.1,25.3961,54.3048,13.4,Low,19.464,6.4879999999999995,4.866,1.6219999999999999,1.88,6-9 PM
abu dhabi,69.4,77.1,198,110.1,2.5,52.35,59.0,28.5,24.0543,54.3438,18.0,High,31.41,10.47,7.8525,2.6175,3.12,12-3 PM
abu dhabi,3.3,91.3,86,107.0,3.1,55.53,3.5,1.9,24.9322,55.803,16.3,Medium,33.318,11.106000000000002,8.3295,2.7765000000000004,3.88,6-9 PM
al ain,4.3,90.6,68,75.5,2.4,32.05,52.2,36.5,24.6866,54.2359,11.8,Medium,19.229999999999997,6.41,4.807499999999999,1.6025,3.0,6-9 PM
ras al khaimah,26.1,33.9,26,147.9,4.4,70.55,31.7,11.5,24.0304,54.0487,21.3,High,42.33,14.11,10.5825,3.5275,5.5,6-9 AM
abu dhabi,8.4,60.4,6,22.0,0.7,10.17,35.1,20.1,24.3743,55.5499,18.6,Low,6.101999999999999,2.0340000000000003,1.5254999999999999,0.5085000000000001,0.88,6-9 PM
sharjah,54.2,10.2,111,28.0,0.8,14.03,49.9,23.7,24.1777,54.725,12.8,Medium,8.418,2.806,2.1045,0.7015,1.0,6-9 AM
ajman,12.4,9.4,121,42.5,1.5,17.82,55.6,27.1,24.3252,54.7933,20.5,Low,10.692,3.564,2.673,0.891,1.88,6-9 AM
ajman,64.8,7.1,19,121.5,3.9,56.85,53.7,19.5,24.4119,55.5997,10.8,Medium,34.11,11.370000000000001,8.5275,2.8425000000000002,4.88,12-3 PM
al ain,77.7,92.7,180,115.6,2.4,52.87,28.0,14.3,24.602,54.3599,14.9,Low,31.721999999999998,10.574,7.930499999999999,2.6435,3.0,12-3 PM
al ain,97.1,15.2,109,117.1,3.0,43.07,42.7,13.6,24.7936,55.3007,12.9,Low,25.842,8.614,6.4605,2.1535,3.75,6-9 AM
al ain,94.8,48.2,11,132.5,3.8,48.51,45.1,21.0,24.0015,54.6271,18.8,Low,29.105999999999998,9.702,7.2764999999999995,2.4255,4.75,12-3 PM
dubai,27.3,43.3,168,69.2,1.6,36.16,20.8,9.6,24.2428,54.2085,12.6,Medium,21.695999999999998,7.231999999999999,5.4239999999999995,1.8079999999999998,2.0,12-3 PM
abu dhabi,2.9,32.5,40,51.2,1.3,24.34,18.2,6.7,24.1403,55.375,18.8,High,14.604,4.868,3.651,1.217,1.62,12-3 PM
ajman,32.9,53.8,134,92.1,2.7,43.32,49.3,34.5,24.8245,54.6373,18.0,High,25.992,8.664,6.498,2.166,3.38,6-9 PM
dubai,70.8,0.3,135,64.4,1.8,31.8,32.1,18.8,24.4936,55.7332,13.1,Medium,19.08,6.36,4.77,1.59,2.25,12-3 PM
sharjah,6.0,38.0,162,81.0,2.7,29.39,13.4,9.1,24.8226,55.8381,24.1,High,17.634,5.878,4.4085,1.4695,3.38,12-3 PM
dubai,36.0,47.9,162,25.3,0.6,10.16,52.8,31.5,24.3327,55.6981,11.3,High,6.096,2.032,1.524,0.508,0.75,6-9 AM
al ain,29.8,80.3,197,62.5,2.1,29.81,29.7,14.8,24.0363,54.6447,8.0,Medium,17.886,5.962,4.4715,1.4905,2.62,6-9 PM
dubai,21.9,70.1,18,73.5,1.8,35.96,52.3,28.5,25.4121,54.4732,19.3,Low,21.576,7.192,5.394,1.798,2.25,12-3 PM
dubai,70.6,85.0,73,17.7,0.6,8.38,9.9,3.6,24.1625,55.7856,4.3,Medium,5.0280000000000005,1.6760000000000002,1.2570000000000001,0.41900000000000004,0.75,6-9 AM
abu dhabi,65.9,37.6,73,149.2,3.5,64.75,53.5,19.3,24.1903,54.9059,22.5,Low,38.85,12.950000000000001,9.7125,3.2375000000000003,4.38,6-9 AM
dubai,53.5,14.1,75,10.5,0.3,4.89,24.3,12.0,24.2198,55.4155,15.5,High,2.9339999999999997,0.978,0.7334999999999999,0.2445,0.38,6-9 PM
ajman,91.1,40.1,48,138.3,4.7,67.21,17.6,6.7,25.4719,55.6543,7.9,Medium,40.32599999999999,13.442,10.081499999999998,3.3605,5.88,6-9 AM
sharjah,10.3,96.3,47,16.6,0.4,7.19,22.1,13.4,24.9265,54.5554,10.3,Low,4.314,1.4380000000000002,1.0785,0.35950000000000004,0.5,6-9 AM
al ain,15.0,21.4,193,129.6,4.2,59.81,36.2,15.2,24.9154,54.2382,6.8,High,35.886,11.962000000000002,8.9715,2.9905000000000004,5.25,6-9 PM
abu dhabi,38.3,17.5,179,84.5,2.3,31.62,18.0,6.0,25.48,55.2497,16.9,Low,18.972,6.324000000000001,4.743,1.5810000000000002,2.88,12-3 PM
ajman,65.6,94.4,136,33.5,0.9,13.08,38.6,20.6,24.1327,55.1804,8.4,High,7.848,2.616,1.962,0.654,1.12,6-9 PM
ajman,58.4,95.0,111,38.5,1.2,19.21,30.2,15.8,25.4618,54.5404,17.5,High,11.526,3.8420000000000005,2.8815,0.9605000000000001,1.5,12-3 PM
ajman,7.4,14.9,95,56.0,1.3,23.99,39.3,15.9,24.306,55.1694,13.5,Medium,14.393999999999998,4.798,3.5984999999999996,1.1995,1.62,12-3 PM
ras al khaimah,95.8,76.9,136,120.1,3.6,60.06,20.2,7.1,24.9346,55.5807,12.6,Medium,36.036,12.012,9.009,3.003,4.5,6-9 PM
abu dhabi,30.5,43.0,172,26.3,0.6,12.66,15.6,8.6,24.6301,54.7,17.5,Low,7.596,2.532,1.899,0.633,0.75,6-9 AM
ajman,35.9,49.2,85,40.1,1.2,17.05,40.4,24.1,24.5759,54.4846,18.1,Medium,10.23,3.41,2.5575,0.8525,1.5,12-3 PM
ras al khaimah,62.4,49.9,107,105.4,3.1,52.57,31.8,11.9,25.3969,55.45,20.7,High,31.541999999999998,10.514000000000001,7.8854999999999995,2.6285000000000003,3.88,12-3 PM
al ain,94.5,96.8,182,94.0,2.1,35.98,8.5,5.1,24.2238,55.5717,11.8,Low,21.587999999999997,7.196,5.396999999999999,1.799,2.62,6-9 PM
ajman,66.3,18.5,182,66.0,1.4,25.67,39.2,22.0,25.4956,55.9086,14.9,Low,15.402000000000001,5.134,3.8505000000000003,1.2835,1.75,12-3 PM
ajman,95.5,77.3,46,13.8,0.4,5.98,16.6,10.1,24.5687,54.2952,11.8,Medium,3.588,1.1960000000000002,0.897,0.29900000000000004,0.5,6-9 PM
al ain,18.8,0.6,48,86.0,1.9,41.11,21.9,7.1,24.9732,55.7785,15.8,Medium,24.666,8.222,6.1665,2.0555,2.38,6-9 PM
ajman,61.9,62.9,41,38.2,1.1,15.8,51.3,35.2,25.4519,55.5302,11.1,Medium,9.48,3.16,2.37,0.79,1.38,6-9 PM
al ain,82.9,65.3,6,93.8,3.3,39.23,12.1,6.8,24.0864,55.4038,12.9,Low,23.537999999999997,7.846,5.884499999999999,1.9615,4.12,6-9 PM
dubai,50.9,75.4,139,44.8,1.0,23.08,25.8,10.4,25.3843,54.6261,12.9,Low,13.847999999999999,4.616,3.4619999999999997,1.154,1.25,6-9 PM
sharjah,36.2,92.6,86,147.1,4.0,76.78,5.2,3.4,24.8517,54.0444,16.5,High,46.068,15.356000000000002,11.517,3.8390000000000004,5.0,12-3 PM
dubai,98.5,75.4,7,90.6,3.1,47.5,27.0,14.4,25.0566,55.0151,15.0,Low,28.5,9.5,7.125,2.375,3.88,6-9 PM
dubai,14.1,73.2,41,87.8,3.0,31.96,55.3,20.1,24.2238,54.5715,17.5,Low,19.176,6.392,4.794,1.598,3.75,12-3 PM
sharjah,41.1,25.4,106,126.3,2.6,63.62,33.5,21.5,24.8001,54.5796,14.5,Low,38.172,12.724,9.543,3.181,3.25,12-3 PM
abu dhabi,87.3,99.3,167,149.0,4.8,74.07,52.1,30.7,25.0103,55.8543,12.1,Medium,44.44199999999999,14.814,11.110499999999998,3.7035,6.0,6-9 AM
sharjah,90.0,46.8,132,118.0,2.8,47.96,32.5,13.4,24.6844,54.3059,16.0,Low,28.776,9.592,7.194,2.398,3.5,6-9 PM
sharjah,98.0,41.7,107,91.1,2.8,36.51,3.5,1.8,24.2325,55.8685,10.4,Medium,21.906,7.302,5.4765,1.8255,3.5,6-9 PM
ajman,88.5,50.2,38,130.2,3.3,47.69,30.3,13.9,24.3662,55.0076,17.8,Medium,28.613999999999997,9.538,7.153499999999999,2.3845,4.12,6-9 AM
al ain,5.1,39.4,58,31.3,0.7,15.9,14.0,4.2,25.2816,55.6766,13.6,Low,9.54,3.18,2.385,0.795,0.88,12-3 PM
al ain,93.0,59.4,156,115.8,3.1,54.35,26.0,12.8,24.0517,54.5672,16.0,High,32.61,10.870000000000001,8.1525,2.7175000000000002,3.88,12-3 PM
